account_id,customer_id,branch_id,account_type,account_status,open_date,close_date,balance,currency,interest_rate,overdraft_limit,monthly_fee,account_number
ACC4248079,CUST002980,BR006,business,closed,01/18/2008,,3439.27,USD,3.8516,,10,025136711765
ACC6571981,CUST002157,BR002,Savings,CLOSED,07-04-15,,723.86,GBP,3.1252,100,10,702977673393
ACC4353094,CUST004052,BR042,MONEY MARKET,Closed,"November 30, 2005",,2061.56,US Dollar,,0,10,651033358197
ACC5011838,CUST003259,BR015,Business,active,12-10-02,,,$,0.428,,12,380677641852
ACC3821494,CUST003687,BR036,Buisness,Suspended,11/02/2015,,2049.33,,3.2351,250,0,023238443469
ACC7349207,CUST002345,BR003,checking,active,05-04-05,,5727.02,USD,4.6209,1000,15,243072586705
ACC4344986,CUST004681,BR042,Business,ACTIVE,13-02-18,,2635.28,USD ,1.2681,500,12,726211985958
ACC9564137,CUST000146,BR003,money market,ACTIVE,09/25/2015,,11274.78,EUR,4.9983,1000,0,633864786624
ACC1027599,CUST000125,BR045,money market,Frozen,01-12-2016,,1390.73,USD ,5.1,100,0,931459437024
ACC2936989,CUST000950,BR032,Savings,Suspended,2018-08-06,,2149.39,USD,0.4196,250,10,669358827336
ACC4458209,CUST000871,BR049,Biz,Active,"January 18, 2014",,6185.04,USD ,5.1347,100,10,127519864252
ACC5050946,CUST001839,BR034,Checking,Frozen,23/05/2017,"March 01, 2022",3158.85,USD ,3.0326,100,10,652096040569
ACC6840005,CUST004395,BR019,Business,Suspended,"February 14, 2017",,3167.7,USD ,4.6675,250,15,701089284661
ACC1921999,CUST002008,BR007,CHK,N/A,2002-03-19,2019-10-23,219.26,$,3.2903,250,10,413190449749
ACC6708976,CUST001771,,Money Market,closed,04-01-27,,"$2,033.98",GBP,3.2901,100,15,976782065232
ACC1934382,CUST000844,BR048,Chequing,N/A,20/07/2023,,1262.87,GBP,0.9066,500,15,156901633548
ACC2361770,CUST003990,BR010,Savings,closed,2013-08-28,,29263.63,USD ,1.476,1000,5,055339251234
ACC6063330,CUST000149,BR025,BUSINESS,CLOSED,03/12/2014,,1474.73,,2.1578,0,15,818713185305
ACC7838083,CUST002220,BR003,Business,open,"September 07, 2021",,8633.82,EUR,2.5234,,15,694267262766
ACC8783615,CUST000816,BR017,money market,ACTIVE,"March 05, 2017",,4510.93,usd,0.107,250,25,289187571462
ACC4121859,CUST000746,BR033,Business,Suspended,20-03-14,,1667.62,$,3.0621,0,25,216098229799
ACC7444264,CUST003181,BR030,Saving,Suspended,05/29/2011,,"3136,97",EUR,2.196,250,10,498702743676
ACC5564076,CUST001527,BR050,Checking,CLOSED,23-05-30,,"$7,343.75",EUR,4.0285,100,0,895112725196
ACC4865003,CUST002636,BR001,Money Market,open,11/09/2009,,8594.94,$,3.7891,100,0,799685371951
ACC7991361,CUST003531,BR048,Biz,closed,2008-02-13,,699.29,GBP,0.8962,100,0,429391061398
ACC7388341,CUST004086,BR032,Checking,CLOSED,02/25/2012,,1659.48,USD ,,1000,15,034813760055
ACC2230248,CUST000790,BR036,Money Market,Closed,"October 16, 2012",,1633.22,USD,,500,5,871534122250
ACC7021889,CUST004257,BR012,Savings,closed,18-11-12,2023-05-29,171.82,,2.7535,USD 100.00,10,485581810254
ACC7572856,CUST003001,BR050,Checking,CLOSED,"February 05, 2005",,3647.58,EUR,4.6522,100,10,791510661158
ACC5034279,CUST000944,BR028,Money Market,Active,"March 21, 2009",,7719.13,$,0.221,500,25,490918008612
ACC6268679,CUST001988,BR016,Biz,Frozen,11-06-26,,1922.31,EUR,0.0173,0,10,846171306465
ACC8721607,CUST002382,BR013,svgs,Active,05/31/2007,,"-5388,85",,2.6884,0,12,011022455107
ACC5171972,CUST000414,BR018,Savings,open,11-11-2021,,3952.23,,0.4754,0,0,355409413508
ACC7154482,CUST000018,BR049,Money Mkt,open,"October 18, 2019",,"1884,17",EUR,3.5599,100,12,423436046247
ACC2001416,CUST003744,BR045,Business,Open,99/99/9999,,,USD ,2.1125,1000,25,250855454466
ACC2253798,CUST001037,BR004,money mkt,active,02/04/2000,,4942.18,USD,4.6391,,12,133510917649
ACC4766824,CUST001899,,Checking,active,11/22/2006,,7712.11,US Dollar,2.6164,500,15,128605540619
ACC9948264,CUST000504,BR034,Savings,Suspended,01/20/2014,,4631.6,$,0.7999,0,12,872066536161
ACC6843425,CUST002817,BR021,Checking,active,17-09-2022,,,US Dollar,1.6226,0,12,528482685153
ACC1270178,CUST001918,BR030,svgs,CLOSED,15/11/2020,,974.57,GBP,3.3527,500,0,527551481627
ACC5877687,CUST004431,BR003,savings,Frozen,05/30/2021,,$288.05,usd,5.2036,$0.00,12,757553867408
ACC7721930,,BR024,Money Market,active,07/03/2020,,,US Dollar,1.6619,1000,0,668947529432
ACC5200232,CUST001521,BR034,checking,N/A,"December 13, 2014",,5650.19,$,3.5217,250,0,398817280504
ACC1382132,CUST004701,BR002,CHECKING,Active,23-05-2001,,468.74,EUR,3.5939,250,15,122776477077
ACC9138851,CUST003621,BR045,MONEY MARKET,ACTIVE,"June 20, 2017",,7288.99,EUR,5.242,1000,15,156702856171
ACC2245365,CUST003562,BR016,Chequing,Frozen,99/99/9999,,3243.3,USD,0.445,100,0,412550780134
ACC2310100,CUST001413,BR010,Savings,Open,12-03-15,07/27/2023,4684.33,EUR,3.4188,250,12,024536235716
ACC1133132,CUST004954,BR024,Checking,Frozen,2000-02-27,,14217.65,USD,,1000,12,189195136442
ACC3181053,CUST000870,BR014,CHECKING,N/A,17/01/2004,23-12-2020,349.56,USD ,3.8998,,5,088715948535
ACC6610325,CUST004494,BR019,Checkng,closed,2020-05-09,,9259.6,$,0.9153,500,5,310703569034
ACC4779438,CUST001031,BR007,Money Market,CLOSED,"December 06, 2007",,539.17,usd,2.8088,1000,0,444128647375
ACC1466205,CUST000501,BR019,Business,N/A,99/99/9999,,,usd,4.4693,1000,25,990751205175
ACC3149990,CUST001468,BR048,Business,closed,20/09/2009,,7627.03,USD,0.2609,,12,766666371830
ACC9114965,CUST003829,BR007,money mkt,Open,08-08-15,,9468.68,EUR,4.2925,100,25,615722404396
ACC9117488,CUST001600,BR022,Checking,active,26/08/2021,,2823.89,USD ,0.1669,100,0,047249598606
ACC9685865,CUST001444,BR040,Money Market,open,"April 12, 2001",,3606.64,US Dollar,0.7376,250,5,692860411291
ACC6469099,CUST003747,BR043,Saving,Active,2008-07-05,,,$,3.1495,,15,035024100840
ACC8629032,CUST001648,BR024,Checking,active,01-12-2020,,7153.27,$,2.5221,500,12,970310363479
ACC2384750,CUST003713,BR008,Money Market,Closed,06-07-24,2019-03-02,518.21,,4.0896,USD 250.00,15,360927352149
ACC7204867,CUST002727,BR049,Checking,ACTIVE,07-02-2009,,6644.38,USD ,2.1841,500,12,383739843818
ACC5203568,CUST002772,BR044,Business,Suspended,"February 17, 2002",,,$,4.0446,100,12,422772869695
ACC1707539,CUST004786,BR050,Money Market,Active,24/02/2019,,2395.88,USD ,1.7056,1000,12,224833589747
ACC6585314,CUST004926,BR003,business acct,Active,01-12-2012,,2205.89,US Dollar,1.4303,250,5,514080818806
ACC1472262,CUST001845,BR042,Buisness,closed,04/23/2011,,2846.97,EUR,1.7291,100,25,533423769256
ACC4423941,CUST000828,BR046,Savings,open,02/27/2007,,11605.37,USD ,2.2196,100,5,199282004547
ACC9351447,CUST002560,BR038,business acct,Closed,03/15/2004,,3178.1,,1.8236,,5,092216525767
ACC5608892,CUST002912,BR035,Savings,Suspended,09/04/2000,,12245.57,USD ,4.3207,500,5,738070008149
ACC7711201,CUST004524,BR029,Chequing,closed,NULL,,795.22,,0.4328,0,0,166091885424
ACC7585505,CUST004247,BR003,money mkt,Inactive,99/99/9999,,5151.39,USD ,5.2084,500,25,240251034389
ACC6622986,CUST004421,BR021,CHK,Inactive,09/27/2019,,6690.35,$,1.6519,100,25,726767913190
ACC7099230,CUST004643,BR008,Chequing,open,2012-11-25,,4546.86,GBP,1.4853,1000,10,654765501682
ACC8981757,CUST003566,BR038,Savings,Open,29/07/2021,,"$3,734.99",USD,2.6416,250,0,072617541154
ACC4313879,CUST002915,BR024,Business,Suspended,13/02/2022,10/18/2022,3327.92,USD,0.8368,100,15,812011504320
ACC4541298,CUST001447,BR046,Checking,Active,14-07-23,,7891.13,USD ,0.1934,0,15,550602266304
ACC7311455,CUST001456,BR019,Checking,Active,04/07/2012,,6895.95,usd,1.1231,,12,855721886990
ACC8711506,CUST000831,,SAV,Frozen,"May 24, 2002",,521.75,,1.2308,1000,12,957399286418
ACC4987972,CUST001485,BR042,Savings,active,01-08-18,,7550.99,GBP,2.7001,0,10,199944150337
ACC8352786,CUST003205,BR049,Checking,Open,15-06-2003,,2138.21,USD ,4.6799,250,5,352962788014
ACC5469789,CUST004219,BR035,MONEY MARKET,Open,"June 18, 2002",,,GBP,5.1606,0,0,798272482645
ACC9967006,CUST004345,BR038,Current Acct,Active,2005-01-14,,8153.77,US Dollar,1.8899,500,0,848339790655
ACC1665358,CUST002185,BR022,Money Market,CLOSED,09/30/2013,13-03-2021,"2262,71",EUR,5.4444,100,12,737522999826
ACC6953152,CUST001148,BR021,BUS,closed,2018-08-17,,6608.64,USD ,2.6694,100,5,232931746418
ACC4237364,CUST000346,BR009,MONEY MARKET,CLOSED,09/04/2019,,"$1,222.86",,,0,5,840209213467
ACC9313557,CUST001910,BR009,money mkt,closed,10/09/2002,,,USD ,0.4846,,12,209014327688
ACC2277032,CUST004928,BR033,Savings,ACTIVE,11-07-2020,,2736.43,,3.8225,100,0,451005209161
ACC9216238,,BR010,Money Mkt,active,06-08-10,,422.46,GBP,3.2874,100,0,827196277871
ACC7556994,CUST001906,BR034,Money Market,closed,"December 26, 2006",2022-01-09,5615.81,EUR,0.6681,0,12,162496054850
ACC6403701,CUST004966,BR015,Money Market,CLOSED,19-06-2009,,"$1,292.27",EUR,0.8216,,25,247796062771
ACC9376310,CUST004345,BR004,Money Market,CLOSED,16-06-06,,2345.4,USD ,3.4217,0,15,422185121216
ACC4932039,CUST002086,BR033,business acct,Frozen,30/04/2019,,"364,22",US Dollar,2.9151,,25,805705202908
ACC6150710,CUST001213,BR031,Business,Frozen,99/99/9999,06/25/2001,1351.18,usd,3.4073,1000,12,637416593586
ACC4878175,CUST003967,BR019,Business,Closed,13-09-2016,,6083.7,USD ,3.3751,0,12,950969460885
ACC9543801,CUST002237,BR017,SAV,active,2003-04-16,,65756.0,usd,3.2874,100,10,905781176250
ACC9672844,CUST001952,BR015,Checking,Closed,,,4166.96,usd,3.276,1000,15,004609406894
ACC5130156,CUST001647,BR008,Savings,active,2016-08-17,,9976.23,,,250,25,480770068436
ACC2078047,CUST002133,BR018,Money Market,CLOSED,2023-08-17,,4555.7,usd,0.9075,1000,12,780043777721
ACC3744152,CUST003515,BR006,Business,N/A,NULL,,6664.49,$,3.3271,500,12,913636777514
ACC4077874,CUST002492,BR049,sav,CLOSED,12-08-2017,99/99/9999,-461.52,GBP,1.1984,500,25,945250839626
ACC6692500,CUST001122,BR017,Chequing,closed,99/99/9999,,1154.63,,3.4737,100,25,670372456194
ACC4324650,CUST001539,BR004,Biz,Inactive,05-11-2016,29/05/2018,8997.65,US Dollar,4.2757,250,5,734260969964
ACC2372676,CUST001033,BR050,Business,N/A,27-10-2019,,5022.55,GBP,4.6488,250,10,683481690993
ACC2223663,CUST001962,BR017,checking,N/A,05/26/2017,,4081.65,usd,0.7184,250,12,665182114165
ACC1358552,CUST003785,BR022,Saving,Closed,2022-01-15,,-4359.8,EUR,1.072,1000,12,684095640185
ACC3369980,CUST004010,BR031,Money Market,CLOSED,"August 23, 2012",,2139.11,EUR,1.037,0,12,066775016649
ACC2370518,CUST002257,BR014,Savings,Closed,07/12/2016,06/07/2020,182.32,USD,0.6972,250,12,617693424455
ACC7251848,CUST004969,BR020,MONEY MARKET,CLOSED,2004-11-25,,6138.09,usd,4.7994,500,5,090452028682
ACC2049810,CUST001658,BR020,Buisness,Closed,21-10-21,,4541.68,,5.1646,1000,12,278668863334
ACC4140576,CUST004362,BR012,Checking,Closed,05/06/2022,,2560.74,GBP,3.2283,500,10,472129363801
ACC4123369,CUST000129,BR011,Money Market,Suspended,2022-07-11,,9200.74,US Dollar,0.9233,0,15,229999329910
ACC7673957,CUST002938,BR001,SAVINGS,Open,2009-05-27,,1638.85,GBP,3.058,0,0,491188671826
ACC1739903,CUST002490,BR049,Savings,Inactive,18/02/2014,,"$1,394.38",GBP,5.4794,250,0,373275999652
ACC9894530,CUST004730,BR020,Savings,N/A,11-04-2001,,,EUR,4.0849,,0,309242109791
ACC6996013,CUST000723,BR049,Savings,Inactive,21/12/2011,,-6377.95,EUR,4.894,,5,924747598580
ACC4030882,CUST000186,BR029,Money Market,Closed,"February 11, 2020",,2894.26,USD ,3.4669,1000,0,459035785585
ACC5595070,CUST001617,BR033,BUSINESS,active,2020-06-20,,560.43,GBP,0.8722,500,10,795406414733
ACC5365625,CUST003632,,Money Market,Active,11/23/2013,,968.65,USD,4.9696,0,10,991517159946
ACC5586586,CUST003935,BR002,sav,N/A,10-08-19,,4271.11,USD ,0.4826,,5,757128077927
ACC3827370,CUST000470,BR037,CHECKING,active,2004-10-01,,1944.8,,2.0083,100,12,358917967621
ACC7427928,CUST002260,BR011,CHECKING,closed,07/06/2008,,7243.11,USD ,1.2536,100,25,070713581659
ACC1967515,CUST004103,BR030,Money Market,active,"April 11, 2021",,"$11,979.33",usd,0.3521,,10,667915956430
ACC4433645,CUST001746,BR029,Chequing,Inactive,2018-07-14,,"$6,552.11",$,3.9227,"$1,000.00",5,356636534856
ACC4474027,CUST004180,BR033,savings,open,25-11-2021,,1896.34,$,4.0974,500,15,413325743022
ACC1072250,,BR050,Money Mkt,active,12/23/2022,,6217.65,usd,0.7475,0,10,459789289339
ACC1279437,CUST003419,BR009,Savings,Open,12/22/2022,,1732.01,US Dollar,0.604,1000,15,262889833430
ACC7951963,CUST003007,BR026,SAVINGS,closed,30/10/2005,,-731.37,USD ,5.2535,1000,0,500354511223
ACC9157203,CUST001107,BR002,Business,Suspended,06-05-2016,,135.85,usd,4.7462,100,5,003703662621
ACC7734211,CUST002616,BR004,money market,closed,04/28/2007,,"$1,949.20",$,2.0638,100,0,623319475954
ACC6178255,CUST004398,BR007,business,open,01/28/2021,,9355.31,US Dollar,3.682,,5,964953005168
ACC5164756,CUST004531,BR037,business acct,closed,2020-10-10,06/15/2022,1092.42,,1.2978,1000,0,194880425185
ACC8298572,CUST000475,BR019,Biz,active,13-01-2004,18-10-2021,92527.0,usd,1.3857,1000,5,726478029542
ACC9374519,CUST002910,BR043,Money Market,closed,22-11-09,,14002.41,,2.0303,1000,15,999329297620
ACC9179234,CUST002489,BR030,Savings,Active,"April 20, 2005",,101.29,usd,1.8978,,0,985406466397
ACC2520463,CUST003814,BR043,money mkt,active,09/23/2018,,6163.05,US Dollar,4.4523,,10,009887515107
ACC6413685,CUST001178,BR032,Checkng,Suspended,05/29/2020,"September 04, 2021",1550.72,usd,2.2863,100,15,270311568258
ACC5513403,CUST004342,BR010,Chequing,Inactive,"October 21, 2016",,152.83,USD,3.0175,1000,10,414553258150
ACC2668623,,BR013,Money Market,Inactive,02-12-17,,9994.52,usd,3.5157,100,5,095328595004
ACC6282525,CUST002474,BR022,Money Market,Closed,2002-04-04,,601.63,usd,1.0576,$250.00,5,019679908712
ACC2960022,CUST000834,BR017,Business,ACTIVE,02/17/2010,,3209.88,$,1.3067,250,5,567842484917
ACC4334113,CUST003400,BR047,business,Inactive,99/99/9999,,"1281,12",,1.9702,,15,488578878184
ACC2256345,CUST002326,BR006,Money Market,Suspended,03/09/2007,,26966.000000000004,USD,3.8336,250,25,391735119862
ACC7398504,CUST003184,BR018,Money Mkt,Inactive,04/01/2004,,204.85,USD ,,500,15,249471029368
ACC1515815,CUST004389,BR019,Checking,Suspended,2001-06-01,,491.19,EUR,3.5119,500,5,744063593626
ACC6433141,CUST000154,BR030,Business,Suspended,2016-03-27,,296.17,GBP,1.8132,$500.00,0,382467807396
ACC2986661,CUST002052,BR043,Money Market,Suspended,,,5717.78,US Dollar,0.7325,0,15,516574724460
ACC1047284,CUST000244,BR033,Checking,CLOSED,06/19/2008,,2658.75,USD ,3.305,250,15,899258095582
ACC1920553,CUST003954,BR024,chk,open,12-05-10,,1679.63,GBP,4.1888,500,25,158789828942
ACC3794384,CUST001917,BR029,Money Market,CLOSED,,,"$2,167.68",,4.5645,250,15,037478475374
ACC6265447,CUST003265,BR022,Checking,Closed,99/99/9999,,10577.3,USD,4.0964,500,5,403266807966
ACC3293877,,BR048,money mkt,N/A,"June 27, 2009",,9665.34,USD,1.0581,,15,243223237811
ACC1161694,CUST000976,BR019,Current Acct,Active,23-10-05,,5030.57,$,4.9882,250,5,093591878903
ACC5295407,CUST000763,,Checking,open,99/99/9999,,8640.26,usd,,250,12,110905014214
ACC4104630,CUST004139,BR014,Business,closed,10/01/2011,26/12/2022,1540.58,GBP,1.767,250,0,613422904195
ACC4000404,CUST000251,BR025,CHECKING,Open,17-11-08,,1919.31,,3.0661,100,25,408019031241
ACC1160945,CUST001864,BR015,Money Market,Closed,28-08-2005,06/06/2014,3804.69,US Dollar,5.3954,,12,367111420789
ACC6987912,CUST004059,,Saving Acct,Frozen,2018-02-05,,3908.69,US Dollar,1.7297,250,0,738855788508
ACC5162858,CUST004799,BR040,Savings,Inactive,03-07-22,,"$2,628.80",usd,3.7781,1000,5,158258257355
ACC7933537,CUST001815,BR033,Checkng,N/A,09/29/2007,,"$2,047.69",US Dollar,,,25,117183580224
ACC2554490,CUST002006,BR020,BUSINESS,CLOSED,00-12-14,,17126.64,GBP,0.1346,500,0,659030758101
ACC5880536,CUST004625,,Money Mkt,Suspended,31/07/2001,,6884.24,usd,4.3137,100,0,377104784745
ACC7751802,CUST004222,BR027,Chequing,Suspended,10/05/2004,,2283.58,usd,5.272,$500.00,12,220289072468
ACC8259412,CUST002789,BR042,CHK,Frozen,2019-04-18,,5197.42,,3.0299,250,12,129566439066
ACC6118561,CUST003532,BR029,Saving,Closed,18/08/2018,,1256.44,USD,4.3855,0,25,415750890171
ACC9267320,,BR021,MM,Inactive,NULL,,422.19,US Dollar,0.4917,,10,628245064873
ACC9695906,CUST000286,BR037,svgs,Frozen,"October 16, 2016",,1738.12,GBP,4.3042,100,15,872181499957
ACC2835413,CUST000066,BR006,chk,ACTIVE,2020-05-05,,2063.17,USD ,0.9094,250,10,920368955791
ACC4478049,CUST004647,BR044,Savings,Active,19-03-21,,66.7,usd,2.6016,250,10,479693402259
ACC8781480,CUST003908,BR028,Savings,Inactive,2000-02-08,,6745.1,usd,4.7622,500,12,983508435860
ACC8141518,CUST004969,BR030,CHK,Open,25-12-2000,,1780.11,USD ,1.8535,,25,303708101534
ACC1736301,CUST001458,BR040,Business,Closed,99/99/9999,,"3473,99",$,1.1116,0,0,825260337085
ACC4724745,,,Saving,closed,"January 19, 2020",,307.37,USD ,1.8374,250,10,900739843999
ACC5624571,CUST003129,BR022,Business,active,,,769.47,,1.841,,10,284363484084
ACC5769457,CUST004354,BR040,Savings,Open,08-11-14,,,GBP,2.9541,250,0,774458450703
ACC7982011,CUST003451,BR023,Money Market,active,23-12-12,,3753.0,$,3.7707,100,10,450463379796
ACC7804020,CUST002942,BR024,Savings,open,12-05-2023,,12005.72,,4.39,100,12,400056996048
ACC9367857,CUST003311,BR035,Savings,N/A,13-10-2023,,26738.56,US Dollar,1.1543,0,0,695627241329
ACC5496424,CUST001286,BR035,money market,Suspended,"August 10, 2020",22-11-13,1859.97,USD,3.3075,,5,715626791372
ACC1155660,CUST004166,BR026,money mkt,N/A,10/28/2017,04-11-2019,1419.87,$,3.0638,100,5,590228920308
ACC9871604,CUST003391,BR045,Checking,ACTIVE,99/99/9999,,7817.76,USD ,1.6781,500,0,634845804386
ACC3865029,CUST004971,BR047,Business,closed,12-11-30,,26317.91,GBP,0.1799,,5,447060716720
ACC9063089,CUST000511,BR016,Checking,ACTIVE,10-04-22,19-09-25,USD 3973.13,EUR,4.3293,250,15,346461562623
ACC7350296,CUST001424,BR005,Savings,Suspended,"July 07, 2020",,6341.73,,4.0836,100,5,673580538748
ACC7588819,CUST000816,BR028,MM,Active,30/09/2018,,6088.38,US Dollar,4.5684,,25,068382685442
ACC2756911,CUST004287,BR048,Savings,Suspended,"August 05, 2017",,1756.13,GBP,4.4987,250,15,600869267893
ACC7251125,CUST002885,BR034,BUSINESS,ACTIVE,12-06-25,,,,5.0394,500,5,311889598089
ACC6314978,CUST004113,BR016,CHK,Open,"May 30, 2008",,716041.0,US Dollar,2.3751,0,25,963769612325
ACC1505294,CUST004689,BR019,sav,Inactive,04/30/2005,,4660.47,usd,0.2627,250,10,178520802801
ACC3052190,CUST003185,BR012,Business,Open,2023-05-04,,85.56,usd,3.4796,100,15,327769222387
ACC2048411,CUST004990,BR017,Money Market,Active,2017-03-25,,,$,4.3822,100,10,214719250426
ACC2095971,CUST002299,BR021,Savngs,Open,"February 05, 2012",,$624.16,usd,1.046,250,12,600170826653
ACC2882266,CUST004466,BR016,Savings,Suspended,"July 22, 2010",,1060.93,usd,0.2123,250,15,633638679674
ACC6990512,CUST001838,BR009,Savings,Frozen,"May 24, 2004",,9436.18,USD,5.1495,,10,022538925848
ACC5665665,CUST001899,BR049,savings,open,2004-03-08,,-150.36,GBP,4.4347,,10,817017835968
ACC9352325,CUST003947,BR015,Savings,Suspended,19-02-11,,992.82,$,1.1956,250,5,911010621643
ACC9459621,CUST004171,BR017,money market,Suspended,05/08/2001,,"$1,481.76",GBP,3.313,1000,0,075538010862
ACC6496833,CUST004890,,Checking,CLOSED,02-03-30,,3837.67,US Dollar,0.0667,500,25,282164576820
ACC1653426,CUST004107,BR021,Checking,Active,2003-09-24,,3055.15,GBP,3.8936,100,12,399020665618
ACC1670035,CUST003789,BR026,Money Market,ACTIVE,10/09/2020,,984.98,$,1.6443,0,25,350820737322
ACC4439165,CUST003016,BR012,SAVINGS,active,24-10-2012,,717.66,usd,2.6334,500,5,350496781892
ACC4748695,CUST003329,BR016,Checkng,Frozen,99/99/9999,,1080.93,,4.3342,USD 1000.00,12,958537212181
ACC4387331,CUST003378,BR023,Business,Open,06/07/2019,,2792.88,GBP,3.0309,100,25,910232914765
ACC6316531,CUST001427,BR003,money mkt,closed,"November 15, 2019",,1265.3,US Dollar,3.1504,100,0,904416969341
ACC7746862,CUST000469,BR038,Business,ACTIVE,06/15/2001,,11795.59,USD ,3.3364,0,12,545207419314
ACC2312823,CUST003221,BR027,Saving Acct,Active,03/10/2013,,2493.48,USD ,1.2422,,25,146122465935
ACC2933840,CUST001556,BR045,Checking,Open,23-05-2001,08-01-2011,242.38,GBP,3.6002,100,25,479632419423
ACC7853220,CUST003922,BR014,Savings,active,23-05-2019,,5226.48,usd,2.5369,500,5,884898288294
ACC1755601,CUST000755,BR030,Checking,Open,06-02-05,02/27/2017,1595.02,$,4.8308,500,25,942212305451
ACC1353550,CUST000618,BR027,CHECKING,closed,2023-03-19,,423935.99999999994,EUR,5.3357,250,10,110519858261
ACC8236417,CUST002835,BR026,svgs,Frozen,"December 31, 2007",,,USD,5.1493,0,0,082511481771
ACC2362467,,BR037,savings,closed,22-04-14,,3382.8,EUR,2.0634,,10,463400225843
ACC5043054,CUST000302,BR022,Checking,closed,14-05-2006,,"$5,916.32",usd,3.0909,250,25,771408372024
ACC2392672,CUST000288,BR048,Business,Open,16-09-2008,,10524.84,EUR,0.6138,USD 100.00,5,665784653460
ACC5830693,CUST004046,BR050,Money Market,Suspended,01/09/2003,,1210.52,usd,2.3242,,10,974451897095
ACC2700617,CUST001620,BR006,Money Market,Inactive,16-01-2004,,1631.01,EUR,4.8383,1000,0,231129974573
ACC4062398,CUST000693,BR048,BUSINESS,active,2008-01-20,,2496.47,usd,4.7382,500,15,703722450161
ACC2250844,CUST000644,BR001,MM,CLOSED,04-06-2005,,,USD ,0.7814,25000,5,372912352053
ACC5410539,CUST000020,BR048,Money Market,Open,06/18/2017,,9266.2,$,1.3182,500,15,003004672333
ACC2292807,CUST004901,BR040,Savings,Closed,02/19/2010,,376.71,USD,5.0805,0,0,817237547294
ACC8164781,CUST000172,BR029,Business,Closed,22/11/2015,,565.93,usd,2.579,0,5,969391670701
ACC6633030,CUST004659,BR031,MoneyMarket,Open,"July 03, 2000",,2736.82,$,2.4582,0,5,912740269097
ACC5599083,,BR026,Checking,active,"November 10, 2015",,450.97,usd,5.2945,250,25,428230855429
ACC3484902,CUST000555,BR004,Checking,open,2017-08-23,19-08-26,"$1,696.03",,1.0098,0,0,282141228256
ACC6587155,CUST000159,BR003,Checking,ACTIVE,21-12-09,,642.48,EUR,1.2915,0,12,411141970076
ACC8402311,CUST003509,BR020,SAVINGS,CLOSED,13-01-18,,4042.85,$,0.6905,500,5,495323186016
ACC6787226,,BR002,Money Market,active,2017-11-27,,11942.77,USD ,3.8685,,5,373739553628
ACC9751054,CUST000214,BR044,MM,Active,08-08-2021,,22896.48,,4.8784,500,10,407445403276
ACC5584517,,BR002,Business,CLOSED,2017-03-05,,1881.56,,0.4807,USD 100.00,12,398795891415
ACC7864267,CUST000405,BR044,business,Inactive,NULL,,3655.3,USD ,,500,10,219216241716
ACC9801361,CUST004150,BR045,Business,Frozen,21/03/2002,09-05-06,7759.21,$,4.1648,,0,927335929940
ACC9125255,CUST003106,BR030,Checking,Open,11-03-03,,499.81,usd,0.8295,0,5,241068221074
ACC9688201,CUST002759,BR045,Savings,CLOSED,14-05-01,,4679.12,usd,0.34,,0,418946251861
ACC8492174,CUST001025,BR017,Money Market,CLOSED,,,2102.7,US Dollar,0.4465,,10,708061323469
ACC4755873,CUST002136,BR046,money mkt,Active,06-03-2000,,923.42,,3.8887,,0,538310245612
ACC6726884,CUST002249,BR036,Business,Suspended,04/01/2010,,2061.7,EUR,0.4099,500,10,593563764334
ACC7602829,CUST002802,BR035,Money Market,Active,03-01-06,,316.0,USD,0.6314,1000,0,106975938368
ACC9610236,CUST003764,BR030,Money Market,ACTIVE,"January 08, 2007",,4755.12,,1.5771,250,25,149874147312
ACC8165112,CUST004157,BR032,Chequing,closed,07-01-27,"August 31, 2011",1165.38,US Dollar,1.0674,$500.00,0,901836622288
ACC4357602,CUST002884,BR049,Savings,Closed,20-02-14,17/03/2022,1492.41,USD ,4.626,500,10,741383580814
ACC8956168,CUST001335,BR032,chk,N/A,2005-01-10,2013-11-19,516.25,US Dollar,2.5511,1000,25,076410255794
ACC1645618,CUST004629,,sav,Closed,08/31/2010,,7999.83,GBP,1.5834,,15,097787879836
ACC6022592,CUST001951,BR043,Chequing,Open,07-01-16,,2720.48,,2.4171,0,0,050243185793
ACC5345937,CUST001234,BR002,Checking,closed,10-11-2016,,3395.9,usd,4.6443,0,15,950036509118
ACC8632580,CUST002729,BR050,Savings,Frozen,"October 11, 2013",,,US Dollar,5.177,500,25,402966685993
ACC9397362,CUST000499,BR045,CHECKING,open,11-12-2013,,,USD,0.2165,100,5,000730647881
ACC8592925,CUST000683,BR034,Saving,N/A,16-05-23,,855.4,$,2.1375,,5,048479716676
ACC4303312,CUST004109,BR024,Savings,Suspended,"May 15, 2020",,5468.05,GBP,3.4926,,15,274103232871
ACC1787828,CUST001313,BR026,Buisness,ACTIVE,05/10/2016,,543.54,GBP,3.5046,,15,410451705650
ACC4269457,CUST004868,BR004,CHECKING,Inactive,20-12-2019,,438.7,$,0.8404,0,12,011623315330
ACC2988577,CUST000084,BR050,Money Market,open,07/17/2013,,4953.5,usd,3.854,100,15,049440115502
ACC4389070,,BR019,Checking,open,"December 22, 2014",,USD 937.01,US Dollar,,,5,537137764818
ACC9318577,CUST003077,BR002,Checking,ACTIVE,01/09/2012,,,,1.5072,250,5,734612030865
