customer_id,first_name,last_name,date_of_birth,gender,email,phone,address,city,state,zip_code,annual_income,occupation,credit_score,customer_since,branch_id,is_high_risk,kyc_status,nationality,referral_source
CUST000834,MORGAN,Arellano,21-02-1957,M,alan33@example.com,(180) 185-3735,55446 Michael Prairie Apt. 609,Washingtonview,WA,53309,,Retired,680,05-02-05,,True,verified,North Macedonia,online
CUST000835,Jackie,Simpson  ,67-07-23,F,sotokara@example.com,001-449-7911,15538 Michelle Spring,Gibsonmouth,OH,18688,68786.03,Lawyer,338,29/11/2009,BR014,FALSE,Not Verified,Benin,Online
CUST000836,Robin,Hughes,09-05-1961,M,mgreen@example.com,378-344-6078,7551 Ashley Spurs,,KY,39683,78197.52,Developer,604,10/11/2023,BR047,Yes,VERIFIED,Bhutan,Referral
CUST000837,Laura,Munoz,06/11/1967,M,matthewchambers@example.com,N/A,5907 Michael Hollow Suite 343,Herrerafort,CT,44578,124267.52,Consultant,503,2003-05-05,BR006,Yes,Pending,Tokelau,branch
CUST000838,Robert,Elliott,04/21/1958,F,jessicagreer@example.com,+10013902763,15477 Katie Ridges,Johnland,GU,86911,3505761.0,Nurse,,24/07/2013,,False,VERIFIED,Estonia,Referral
CUST000839,Heather,Webb,30/01/1977,F,michaeldiaz@example.net,+1-964-513-5474,32855 Tran Village Suite 794,Coxhaven,CT,86172,,Engineer,724,15-02-2013,BR036,No,Verified,Ireland,branch
CUST000840,Richard,Moore,02/25/1962,F,courtney13@example.com,333-647-0407,714 Caldwell Overpass Apt. 418,Jennifershire,MA,05971,62510.39,Contractor,610,20-02-27,BR029,1,VERIFIED,Maldives,online
CUST000841,Jennifer,Porter,11/23/1943,f,nathan60@example.org,N/A,067 Andrews Overpass Suite 928,Leeville,MO,92727,68268.77,Accountant,404,2015-12-15,,,Verified,Cape Verde,Walk-in
CUST000842,Daniel,Yates,23-08-1977,F,elizabethtownsend@example.net,(276) 935-3673,2288 Joseph Corner,East Lauren,GU,14456,93618.68,Designer,718,20/07/2022,BR020,No,N/A,Sao Tome and Principe,Marketing
CUST000843,James,Smith,04/11/1959,M,jake97@example.com,974-893-6635,48030 Robin Spring Apt. 565,,OH,20603,USD 30704.73,Engineer,662,20-11-20,BR048,No,verified,Iceland,
CUST000844,Madison,Palmer,99/99/9999,M,  howard63@example.net  ,(494) 512-8866,42526 Sandra Prairie,Clarkeside,OK,19735,83384.34,Engineer,451,09-02-24,BR024,Yes,pending,Tajikistan,Branch
CUST000845,Mason,Montgomery,04-11-1993,Female,,1346753255,,East Patrickmouth,ID,67506,75825.83,Lawyer,307,06/07/2017,BR048,TRUE,Verified,Andorra,Online
CUST000846,Gloria,Thomas,1974-11-02,F,N/A,(693) 976-8418,6220 Jose Pike,East John,KY,08321,87235.79,Accountant,820,03/21/2022,BR019,0,,United Arab Emirates,N/A
CUST000847,Connor,Lopez,02-11-25,male,amberpruitt@example.org,+1-208-876-4770,1837 Thomas Rapids Suite 076,Barkerland,SC,55031,"$80,120.90",Analyst,313,2011-05-10,BR045,No,pending,Colombia,Walk-in
CUST000848,Susan,  Porter,,M,campbellalexandra@example.net,+1-680-741-8693,9674 Brianna Corner Suite 053,South Kristenview,WY ,75097,155935.5,Contractor,341,06-11-2021,BR040,Yes,verified,Antigua and Barbuda,branch
CUST000849,Tammy,Ball,"May 12, 1998",F,obrewer@example.com,+1-751-397-0181,8296 Best Mountain,Gregorymouth,IA,09280,47679.1,Chef,314,06-01-16,BR025,No,Not Verified,Netherlands Antilles,ONLINE
CUST000850,John,  Valenzuela,52-04-19,F,kimberlypeterson@example.org,N/A,58384 Faith Road,North Rickymouth,IA,43266,51415.11,Student,451,06/16/2014,BR048,True,Verified,,online
CUST000851,Melissa,Castillo,11/15/1986,female,samantha69@example.org,001.751.7021,903 Morton Wall Suite 177,Port Toddtown,ID,04781,USD 48190.08,Officer,548,06-09-14,BR010,1,verified,Guatemala,Marketing
CUST000852,Robert,Hayes,05-02-02,M,barrykevin@example.org,560.551.6483,8418 Gallagher Lodge Suite 760,South Joshuaport,MD,86491,50558.3,Teacher,417,"February 27, 2019",BR037,,Not Verified,Tajikistan,Online
CUST000853,Jennifer  ,Matthews  ,10/29/1943,F,qrhodes@example.org,,4510 Daniels Place Apt. 947,Port Dave,CO,45647,47691.45,Student,618,02-04-2013,BR030,,Pending,Iceland,online
CUST000854,Andrew,Peterson,1944-02-18,M,francis07@example.net,,4565 Hernandez Port Suite 226,West William,KY,89669,111615.58,Lawyer,0,21/01/2014,BR036,0,VERIFIED,Anguilla,Referral
CUST000855,Katherine,Carpenter,16-07-1975,1,sue68@example.com,001-860-9669,777 Carlson Mountain,Port Destinyshire,OK,53751,119717.65,Manager,790,05/03/2004,BR018,False,Pending,Cambodia,
CUST000856,Nicholas,Crawford,81-12-06,M,natashamorton@example.com,000-000-0000,068 Karl Estates,East Gabrielle,WI,32201,50023.88,Lawyer,457,05/22/2022,BR032,1,Verified,Austria,Marketing
CUST000857,Kristin,Lewis,1959-03-27,Male,johnnygray@example.com,0017069943,2941 William Gardens Suite 006,Jonside,MA,38153,40867.55,Retired,0,"April 08, 2017",,False,,Martinique,Referral
CUST000858,Timothy,Valentine,07/16/1954,M,danielnixon@example.net,000-000-0000,5078 Pierce Route,Stephenstown,TX,24149,86499.54,Driver,741,14/06/2007,BR003,1,N/A,Armenia,Branch
CUST000859,Jeremy,Lawrence,56-04-20,m,garywright@example.org,N/A,731 Solis Valley,Ashleychester,HI,76034,50672.19,Developer,530,16/11/2016,BR022,0,N/A,Svalbard & Jan Mayen Islands,N/A
CUST000860,DANIEL,Sexton,02/09/1996,F,hcollins@example.com,N/A,02874 Cohen Drive Apt. 220,Lake Paigestad,ME,48548,92152.61,Manager,797,11-07-10,,,verified,Yemen,branch
CUST000861,Joseph,Sanders,1951-09-08,M,qharveyATexample.net,(304) 766-2750,9744 Marcia Forks,Brownside,US,45282,77102.31,Officer,,13-07-2023,BR046,Yes,verified,French Guiana,
CUST000862,Jessica,Frederick,91-03-14,M,jamesberry@example.com,N/A,67148 Porter Courts,Smithstad,AZ,95183,,Manager,529,07-10-12,BR011,1,N/A,Botswana,branch
CUST000863,Ariana,Crawford,1949-04-16,female,bcaldwell@example.net,(751) 492-0182,29704 Karen Prairie,Williamshire,PW,14019,124162.68,Consultant,730,99/99/9999,BR022,False,VERIFIED,Guam,N/A
CUST000864,Amanda,Hurley,12/15/1973,F,robin11@example.com,7979149207,142 Hoffman Mountain Apt. 962,Andersonland,NC,71989,132855.72,Analyst,696,"April 09, 2017",BR023,0,VERIFIED,Dominica,branch
CUST000865,Heather,THOMPSON,62-09-03,F,pluna@example.net,9774244343,7156 Walker Path Apt. 299,Port Lindaview,ND,85340,48552.4,Analyst,793,99/99/9999,BR014,FALSE,N/A,Andorra,
CUST000866,Danielle  ,Martinez,28-11-1956,M,,180.049.4091,66225 Wheeler Bypass Apt. 693,New Kathleenview,MP,83014,56430.45,Engineer,444,14/04/2018,BR014,FALSE,verified,Bahamas,branch
CUST000867,Rita,Shelton,03/22/1965,Female,stevenrodriguez@example.net,772.826.4147,18429 Jeff Isle,Shaneport,GA,21199,80005.29,Teacher,800 pts,19-07-26,BR026,1,verified,Morocco,branch
CUST000868,amber,Allen,99/99/9999,female,christina67@example.com,+1-653-990-2262,5003 Cassie Brook,Lake Teresaton,NE,39903,81705.99,Accountant,778,"April 20, 2001",BR004,False,Not Verified,Tajikistan,N/A
CUST000869,Shawn,Jones,2001-01-08,MALE,kevin78@example.com,+1-855-940-4231,067 Shepherd Grove,New James,IN,90142,93049.05,Retired,,"December 12, 2021",BR024,No,Verified,Morocco,Walk-in
CUST000870,Ricardo,  Smith,30-08-1943,F,melissa92@example.net,528-578-3573,3453 Brent Forks,Collinsburgh,FL,38920,14035716.0,Analyst,826,02-08-04,BR033,FALSE,,Senegal,Walk-in
CUST000871,Thomas,  King,16-01-1962,M,james72@example.org,+1-535-405-1602,07155 Ferguson Parks Apt. 940,Edwinport,XX,52047,,Driver,650,06/12/2006,BR014,Yes,Pending,Gambia,
CUST000872,  Charles,Wheeler,"January 25, 1999",F,nathanwatson@example.org,353.580.7819,,Rebeccastad,VT,97877,42059.6,Engineer,665,2009-08-23,BR013,No,Pending,Czech Republic,ONLINE
CUST000873,  Jessica,Collins,1986-05-25,M,sarah19@example.net,000-000-0000,06162 Emily Well Suite 635,North Morgan,AL,60558,21723.83,Lawyer,635,10-08-14,BR010,FALSE,Pending,Jordan,Walk-in
CUST000874,Sheila,Edwards,51-10-19,F,eric59@example.net,(126) 825-6977,14610 Carol Oval,New Brittneyton,ZZ,51715,44417.45,Self-Employed,646,01-09-2000,BR008,0,Verified,Palestinian Territory,Referral
CUST000875,Danny,Mays,99/99/9999,F,russellwilliam@example.net,+1-125-188-5690,8826 Thompson Bypass Apt. 727,Port Aaron,SC,73111,68840.56,Lawyer,637,"June 16, 2013",BR037,TRUE,N/A,Bouvet Island (Bouvetoya),Branch
CUST000876,Emily,Acevedo,51-04-28,MALE,N/A,9647078308,454 Robert Common,Paulview,OK,05130,132809.53,Nurse,649,02-12-2018,BR022,Yes,Pending,Western Sahara,ONLINE
CUST000877,Ryan,Rose,01/30/1980,F,ecole@example.net,N/A,073 Allen Bypass,West Allison,MI,56668,51883.6,Teacher,-1,08-05-2016,BR022,0,,Greenland,Branch
CUST000878,Katherine,Lewis,"January 13, 1978",M,ewarner@example.org,+1-431-867-8719,4872 Melissa Divide,Elizabethberg,MN,38521,,Teacher,390,08/15/2016,BR046,False,VERIFIED,Guadeloupe,N/A
CUST000879,Manuel,Barrett,74-06-04,M,kenneth08@example.net,000-000-0000,1630 Lauren Trail Suite 383,North Anthonyland,LA,00000,69425.2,Driver,465,17/03/2018,BR016,FALSE,,Czech Republic,
CUST000880,Lawrence,Gilbert,26/10/1943,M,N/A,000-000-0000,89622 Moore Tunnel Suite 600,East John,DC,29920,111593.76,Analyst,308,06/07/2010,BR026,True,verified,Ukraine,Referral
CUST000881,Stephanie,Williams,"April 21, 2005",F,cmanning@example.org,451.258.9041,66608 Melissa Forge Apt. 788,Kelseyfort,SC,81006,158442.63,Chef,613,11-07-16,BR022,FALSE,Not Verified,Antigua and Barbuda,online
CUST000882,  Brandy,james,1979-03-21,F,robertnguyen@example.com,N/A,13737 Kevin Canyon Apt. 118,Lake Elijahfurt,SC,77461,51419.59,Lawyer,548,2006-02-12,BR014,FALSE,pending,Sudan,Walk-in
CUST000883,  David,Baker,10-10-1944,F,munozjohn@example.net,4067104718,924 Ortiz Plaza Apt. 410,West Christian,CO,26453,52869.62,Driver,694,04/02/2000,BR026,False,,Saudi Arabia,Walk-in
CUST000884,Chad,Garcia  ,99/99/9999,F,collinsstacy@example.com,N/A,560 Sparks Valley,Chavezport,TN,66473,106545.63,Nurse,555,14-08-12,BR043,Yes,N/A,Kuwait,Branch
CUST000885,Alisha,  Jones,02/13/1961,M,danpacheco@example.com,000-000-0000,74499 Smith Forks,New Daniel,IN,52036,93866.2,Manager,711,2001-10-26,BR032,Yes,Verified,San Marino,Referral
CUST000886,Tara,Mendez,"February 09, 1994",M,lopezcrystal@example.com,+1-506-303-2675,7631 Christopher Place,Schneiderport,MT,12903,134634.76,Manager,,2021-09-16,BR028,No,Verified,Chad,Referral
CUST000887,Marc,Foster,"July 21, 1952",Male,,674.686.7948,0361 Vanessa Motorway,Smithland,NV,64239,90437.49,Doctor,647,99/99/9999,BR017,False,N/A,Zambia,Referral
CUST000888,Stephanie,Hensley,10/07/1977,F,tedwards@example.net,330-878-1117,,North Joshuatown,GA,12667,57424.78,Doctor,385,23-06-10,BR012,FALSE,N/A,Ethiopia,Marketing
CUST000889,Justin,Miller,12/07/1991,M,matthew96ATexample.com,N/A,35300 Williamson Union,South Courtney,MI,28608,90672.92,Analyst,642,2014-11-04,BR050,No,N/A,Saint Helena,N/A
CUST000890,  Paul,Rodriguez,"April 02, 1985",Male,,,858 Hodge Shore,Port Christy,VI,63305,"$108,804.63",Developer,569,06/19/2010,BR030,Yes,verified,Palestinian Territory,Branch
CUST000891,Lisa,Tran,02/07/1956,F,greenchristian@example.org,(793) 317-9670,57921 Paul Junction Apt. 698,West Karen,MO,40118,98716.88,Sales Rep,544,15-05-2001,BR038,No,,Iran,N/A
CUST000892,  Jason,Watkins  ,21/12/1956,M,ssmith@example.net,185-587-0393,5290 Johnson Extensions,Mercertown,AR,87901,87754.59,Driver,691,99/99/9999,BR012,Yes,pending,Belgium,online
CUST000893,Kristen,Hogan,02/28/1978,M,contreraskara@example.org,N/A,08823 Wade Lane,Port Erinside,PR,53569,107333.61,Sales Rep,369 pts,,BR042,False,Verified,,Marketing
CUST000894,Timothy,Gonzalez,12/03/1952,F,charlesbaker@example.com,,3186 Martinez Lights,Lake Crystalbury,MP,04309,110925.35,Consultant,710,21/09/2013,BR039,0,,Cape Verde,
CUST000895,Jake,Green,07/12/2001,M,vaughnsamuel@example.org,,252 Nicole Roads,Trujilloville,HI,50378,118375.56,Self-Employed,671,"May 30, 2005",BR029,1,pending,Tuvalu,Marketing
CUST000896,  Carrie,Murray  ,07/15/1973,F,cassidy99@example.com,(625) 529-6444,868 Monica Crescent Apt. 433,South Jonathanhaven,AK,42506,92704.85,Clerk,544,"September 07, 2001",BR003,0,,Monaco,N/A
CUST000897,Victor,Miller  ,04-12-2004,F,logan59@example.net,1206627879,72162 Foster Brooks Apt. 235,Charlestown,HI,82091,64150.87,Accountant,526,2003-09-17,BR037,1,pending,Ghana,Online
CUST000898,Melvin,Harvey,16-05-1968,Female,omcdonald@example.net,693.995.7955,111 Leonard Lock Suite 038,Hernandezstad,MO,86082,75134.98,Retired,827,21-07-2001,BR023,True,Pending,Kyrgyz Republic,Walk-in
CUST000899,Michelle,Garcia,NULL,M,michaelpeters@example.net,533-200-8056,248 William Fork,Port Daniel,FM,62328,112227.81,,785,09/07/2011,BR001,No,Not Verified,Pitcairn Islands,
CUST000900,Jennifer,Warren,16-04-1977,male,jacksonscott@example.net,(254) 685-2207,741 Maldonado Estates,Austinchester,WV,27939,41407.25,Accountant,642,NULL,BR008,FALSE,N/A,Norfolk Island,ONLINE
CUST000901,Randall,Jones,21-11-1995,MALE,michael10@example.org,410-581-9484,36072 John Camp,Lake Destiny,IN,00870,82903.57,Clerk,352,10/21/2019,BR005,1,Not Verified,Romania,Online
CUST000902,Rebecca,Caldwell,"April 17, 1955",M,nataliebowman@example.org,+1-853-891-6928,66968 Acosta Inlet,East Jamietown,KS,49497,56233.14,Doctor,627,24/03/2005,BR011,Yes,N/A,Fiji,Walk-in
CUST000903,Renee,Brown,93-03-02,M,priceryan@example.com,000-000-0000,176 Thomas Loop Apt. 809,West Cody,ZZ,01296,71006.07,Developer,457,2000-04-03,BR020,Yes,Pending,,N/A
CUST000904,Louis,Smith,98-01-03,F,tgilbert@example.com,+14314525523,8837 Fields Freeway,Samanthaton,UT,93969,114745.82,Analyst,620,2008-08-01,BR007,FALSE,Verified,Gambia,Referral
CUST000905,Tyler,Sullivan,59-07-14,1,julie39@example.com,+18114152558,8882 Williams Corner Suite 489,East Andrewstad,AS,70447,76688.47,Lawyer,559,"February 16, 2007",BR002,1,Pending,Uganda,Marketing
CUST000906,Lauren,Smith,98-06-23,F,iwilson@example.com,,5967 Wallace Rapid,North Erinmouth,or,72361,71625.28,,319,02/12/2022,BR012,True,N/A,Czech Republic,Branch
CUST000907,Andrew,Torres,03/12/1979,M,taylor27@example.com,+14114608958,36896 Alan Passage,West Stephen,TX,98586,22405.04,Retired,321,06/12/2021,BR015,0,pending,Barbados,Marketing
CUST000908,DAVID,Romero,04/02/1947,Female,adrianmcneil@example.com,,33878 Khan Drive Suite 898,Huntville,ND,34344,"$96,118.87",Engineer,604,"September 03, 2012",BR023,False,,Singapore,ONLINE
CUST000909,Jimmy,Johnston,28-03-1951,M,dhorton@example.net,0016006737,4441 Shannon Prairie Apt. 626,Justinbury,ME,59735,92591.95,Driver,513,2015-11-24,,True,pending,Switzerland,Branch
CUST000910,Michael,Bradley,02-05-2000,M,zjohnson@example.net,,8375 Wade Union Apt. 678,Wendyborough,ME,89261,145713.92,Teacher,476,2009-09-16,BR034,FALSE,N/A,Argentina,Walk-in
CUST000911,Tracy,moses,"July 14, 2000",F,brianramos@example.net,N/A,223 Jennifer Parkway Suite 403,South Bonnie,PA,45074,59227.76,Contractor,546,02-06-01,BR044,Yes,Verified,Bulgaria,N/A
CUST000912,Stephanie,Cook,1948-07-27,m,lunajeffrey@example.org,(166) 523-2735,23477 Kelly Turnpike,,RI,43720,77670.26,Manager,789,06/25/2000,BR043,False,verified,Turks and Caicos Islands,Marketing
CUST000913,Arthur,SANCHEZ,1967-07-10,female,LEE57@EXAMPLE.ORG,(800) 661-7413,9476 Katie Coves Apt. 912,Rhodestown,MP,55351,78728.43,Sales Rep,775,2005-11-07,BR049,,pending,Greece,branch
CUST000914,Anthony,Moss,1984-01-22,Female,escobargary@example.org,(173) 055-6446,5555 Williams Lodge,Lake Marvin,AL,66000,125210.86,Analyst,719,"November 13, 2022",BR015,1,Not Verified,Luxembourg,Online
CUST000915,Tony,Ryan,25-09-1984,F,sandra33@example.net,(276) 239-9046,369 Le Viaduct,South Pamela,OK,02777,"$66,664.66",Developer,487,"February 05, 2020",BR021,True,pending,,Online
CUST000916,  Isaiah,Jennings,03/01/1982,M,bryanwallace@example.com,120.621.7906,344 Stephen Rapid,Shannonville,MS,24398,79765.75,Self-Employed,468,2006-01-27,BR030,TRUE,Verified,Saint Lucia,Online
CUST000917,Charles,Banks,"June 29, 1995",F,karimeyers@example.net,001-919-3296,60082 William Shoal,Wallaceview,HI,00000,91276.38,Analyst,599,26-06-2013,BR027,False,Not Verified,Korea,Online
CUST000918,kimberly,Stewart  ,07/16/1950,F,,282.306.3228,9804 Perry Manor,Wesleymouth,DC,97579,76531.32,Teacher,358,"September 12, 2011",BR039,,Pending,Turkmenistan,
CUST000919,  Joseph,Ortiz,06-06-1954,Female,bcardenasATexample.net,9479245257,70946 Mendoza Mount Apt. 612,Ashleyberg,ND,40650,54374.82,Sales Rep,771,"February 23, 2012",BR031,1,Verified,Cape Verde,online
CUST000920,Raymond,Brown,1958-11-02,F,WILLIAMZHANG@EXAMPLE.COM,121-674-1700,688 Laura Club Suite 647,,ZZ,76159,76793.15,Developer,734,20-08-2019,BR036,1,Pending,Taiwan,ONLINE
CUST000921,Michael,Brown,04/10/1950,1,maguilarATexample.org,8422853541,919 Hawkins Pike,Smithville,NJ,00654,107577.11,Driver,618,01-05-29,BR015,0,Verified,Puerto Rico,online
CUST000922,WYATT,Ramsey,07/11/1997,M,gtucker@example.com,,8957 Chavez Drive,Robertton,MD,09331,34071.96,Developer,699,13-11-2011,BR004,True,Verified,Bermuda,N/A
CUST000923,Austin,Poole,11/05/1985,M,williamstaylor@example.org,000-000-0000,10297 Conway Turnpike,Adamsmouth,TX,91310,,Nurse,-1,03-02-2001,BR039,True,Verified,Palau,ONLINE
CUST000924,Elizabeth,GILES,03-06-1945,M,mirandahenderson@example.net,(001) 374-8425,53740 Davis Field Apt. 793,Clarkefurt,WA,75661,,Teacher,604,22-01-2011,BR010,False,N/A,Sierra Leone,Marketing
CUST000925,Krista,Franklin,05-05-1978,M,vferguson@example.net,+1-608-855-7174,4990 Jason Viaduct,Wesleyburgh,LA,96769,111826.63,Lawyer,534,2005-12-14,BR039,FALSE,,Aruba,Referral
CUST000926,Emily,Wallace,1982-09-07,FEMALE,mark99@example.net,+1-196-332-4535,10851 Jenkins Manors,Candaceburgh,CA,32320,16688.46,Contractor,788,13-02-04,BR009,False,,Guinea-Bissau,Walk-in
CUST000927,Margaret,Jenkins,05/18/1956,M,  brianhopkins@example.net  ,,5482 Morse Plaza,Lake Chelsealand,PR,99944,50437.74,,563,08/09/2008,BR037,True,N/A,Spain,branch
CUST000928,Julian,BONILLA,,F,chelsea84@example.com,000-000-0000,1727 Nichols Valleys Suite 529,,MP,24215,,Sales Rep,533,23-09-2004,BR048,1,N/A,,Referral
CUST000929,Rodney,Lin,"May 25, 2001",F,,169-799-8877,34019 Jennifer Prairie Apt. 605,Whitemouth,MA,87465,124793.34,Driver,631,20-07-2018,BR050,,pending,Bahrain,Branch
CUST000930,Vanessa,perkins,99/99/9999,F,nicholas38@example.net,512-848-4479,1156 Taylor Curve Apt. 070,Rogersview,NC,04466,67698.74,Engineer,0,21-02-2022,BR035,0,Verified,Tonga,
CUST000931,Leslie,Hall,12-09-1948,F,  tjohnson@example.org  ,+14436303727,5631 David Club Apt. 807,New Rebecca,ND,99892,50568.02,Analyst,347,"August 18, 2011",BR013,1,VERIFIED,South Georgia and the South Sandwich Islands,Walk-in
CUST000932,Brandon,Foster,"July 25, 1949",F,floresnicole@example.com,N/A,2128 Reynolds Canyon,Maryview,MS,77745,135840.5,Teacher,747,2020-07-13,BR040,FALSE,pending,Uzbekistan,online
CUST000933,jennifer,fox,08-06-1959,F,gregory82@example.net,+11547405203,23203 Duffy Pike Suite 427,Gardnerberg,NE,71486,USD 19319.51,,652,03-01-23,BR028,TRUE,Verified,Reunion,Marketing
CUST000934,Elizabeth,Morgan,12/13/1999,M,dthomas@example.net,203.820.8778,,Lake Amanda,GU,29581,0,Designer,307,00-01-14,BR042,Yes,VERIFIED,,Walk-in
CUST000935,Joseph,Schultz,46-07-25,1,timothy56@example.org,,02732 Andrea Via Suite 042,Bobbyberg,MA,00000,85400.51,Analyst,755,2001-05-29,BR043,False,verified,Guam,Walk-in
CUST000936,Matthew,Odonnell,02/09/1957,F,tinaflynn@example.com,(160) 481-1678,86569 Kenneth Harbors Suite 673,East Jennifer,RI,09748,52428.1,Self-Employed,811,10/18/2013,BR017,No,pending,Portugal,Marketing
CUST000937,Frank,stephens,03-08-04,F,michael77@example.org,+16624394599,0760 Clark Corner Apt. 033,Lake Davidhaven,00,12443,34256.85,Self-Employed,729,03/05/2020,BR047,False,,Tonga,Walk-in
CUST000938,Katherine,Thomas,26-04-1968,F,johncoleman@example.net,,3567 David Shoal Suite 728,Jonesmouth,MS,48449,94792.48,Chef,-1,99/99/9999,BR022,TRUE,,New Caledonia,online
CUST000939,  Ryan,Oliver,56-08-07,M,lterry@example.net,+1-557-859-5995,171 Palmer Wells,Priscillaside,IN,82324,78533.02,Contractor,838,"May 15, 2019",BR027,True,VERIFIED,Guatemala,Marketing
CUST000940,SHERI,Norris,07/21/1954,M,jocelynbates@example.com,(307) 388-2165,45744 Hernandez Unions,North Kristine,TN,18262,50257.25,Developer,406,31-05-2015,BR046,,VERIFIED,Lebanon,branch
CUST000941,Crystal,Hubbard,"April 22, 1991",M,steven08@example.net,001.482.5403,40941 Laura Corners Apt. 525,Armstrongshire,OK,08513,25189.35,Contractor,696,2002-01-22,BR048,True,Pending,Russian Federation,ONLINE
CUST000942,Anthony,Buckley,94-01-28,FEMALE,qfranklin@example.org,+1-332-354-6018,3485 Jones Forest,Holtmouth,NE,72179,100536.01,Lawyer,806,03-06-16,BR047,TRUE,Verified,Israel,branch
CUST000943,Christopher,Snyder,02-04-1954,M,lori11@example.org,3296138130,029 Angela Rue Apt. 966,Lisaburgh,ID,15838,,Consultant,541,07-07-2009,BR009,True,Pending,Sweden,N/A
CUST000944,Ashley,Lowe,16/03/2011,Female,N/A,8568831723,41710 Hannah Port Apt. 918,Robertsmouth,GU,04455,"$66,528.84",Officer,488,23-02-14,BR030,Yes,Pending,Bouvet Island (Bouvetoya),Online
CUST000945,John,Harris  ,13-02-1967,M,andrewclay@example.org,+17492560714,5257 Jeremy Views Suite 316,Port Jamesfort,SD,66538,134632.29,Sales Rep,409,"December 03, 2012",BR022,FALSE,VERIFIED,Saint Lucia,
CUST000946,Chase,Pearson,1951-06-11,female,stewartpamela@example.com,939.296.3066,9946 Sanders Rapids,Port Jennifer,WI,32983,32547.03,Retired,371,"November 26, 2005",BR045,No,Pending,Cuba,online
CUST000947,Hannah,Brown,1993-10-11,M,rrodriguezATexample.com,+16005971408,5874 Keith Plains,,UT,69462,16606.62,Manager,701,11-12-24,BR027,No,verified,Micronesia,Online
CUST000948,James  ,Hutchinson,1996-08-28,M,johnrogers@example.net,,5139 Patricia Manor Apt. 348,Port Karen,NE,65461,4578322.0,Teacher,443,"May 07, 2015",BR022,1,,Mauritius,ONLINE
CUST000949,Ann,Harris,"October 26, 1950",F,kgonzalez@example.net,6239800436,466 Holmes Street Suite 416,South Katie,DC,05559,68404.49,Consultant,776,2014-01-08,BR033,0,Not Verified,Iran,branch
CUST000950,Jeremy,Ellis,1975-07-08,F,pamela97@example.com,301.745.8408,81436 Charles Plain Suite 114,Loweryborough,FM,49659,78516.88,Accountant,394,30-11-2011,BR013,False,Pending,Belarus,ONLINE
CUST000951,Christopher  ,LAWSON,1977-01-26,MALE,bgoodman@example.com,000-000-0000,0344 Campbell Junction,,PR,74766,61556.74,Driver,-1,"September 05, 2017",BR043,0,VERIFIED,Guinea,N/A
CUST000952,Emily,French,"December 21, 1981",M,smithvictoria@example.org,N/A,217 Peter Pines Apt. 850,Marymouth,AK,77240,82321.94,Self-Employed,664,25/09/2000,BR037,False,Pending,Congo,
CUST000953,Jonathan,Norman,16-02-1953,M,russellsamantha@example.com,000-000-0000,77006 Lisa Ports Suite 951,Lisastad,KS,37867,26196.12,Analyst,726,03-11-2017,BR048,True,Not Verified,New Zealand,ONLINE
CUST000954,Kaitlyn,Patterson,"January 15, 1986",F,kelly17@example.net,+10013569275,4794 Richards Fort,Emilychester,VT,28400,,Officer,737,14-07-2014,BR036,,VERIFIED,Micronesia,Marketing
CUST000955,  Jeremy,Martin,02/07/1949,M,regina89@example.com,001.610.7017,1304 Hansen Course Suite 235,Kimside,ID,84374,USD 67124.71,Accountant,378,2017-04-17,,TRUE,VERIFIED,Croatia,online
CUST000956,Timothy,Craig,17-08-1953,M,zmarquez@example.net,+13983130265,821 Moyer Spring Suite 107,North Vanessaville,CA,39913,109105.35,Engineer,400,23/06/2020,BR001,Yes,Not Verified,Venezuela,Branch
CUST000957,Richard,Scott,12-07-1981,F,faulkneryvonne@example.net,509.775.4247,77487 Smith Mountains,Lake Dylanbury,HI,44322,81995.39,Teacher,763,2000-06-25,BR004,Yes,VERIFIED,Venezuela,N/A
CUST000958,Cody,Miller,12/11/1940,M,,779.590.9666,571 Parker Trace,North Kayla,AL,02319,85986.36,Teacher,414,06/05/2004,BR048,FALSE,Pending,Comoros,branch
CUST000959,Felicia,Mcgee,"December 21, 2000",M,collierkara@example.org,N/A,098 Joshua Groves Apt. 674,Grimesburgh,US,54220,89941.85,Accountant,606,10/02/2003,BR002,1,Verified,Guatemala,Marketing
CUST000960,Brian,Wells,,female,emily45@example.com,9726676541,9500 Kyle Track Apt. 202,Proctorfurt,RI,30092,8566980.0,Sales Rep,702,12-03-24,BR021,Yes,Not Verified,Azerbaijan,Referral
CUST000961,Jay,Bruce,1979-08-23,1,qalvarado@example.com,657.233.0907,51685 Deborah Groves Suite 675,East Matthewside,ID,63702,92495.3,,672,2001-04-27,BR041,1,pending,Senegal,Branch
CUST000962,Cynthia,Watkins,81-05-07,M,brownlauren@example.org,(769) 833-2763,372 Tyler Fall,West Karen,IL,13871,USD 116520.34,Contractor,833,27-05-2005,BR022,True,pending,Argentina,ONLINE
CUST000963,Jesse,Perez,1981-09-10,F,usummers@example.net,,33188 Amanda Lakes,Waltersland,DC,47693,76878.24,Analyst,535,11/09/2013,BR013,TRUE,Verified,Oman,online
CUST000964,Tommy,Kelley,01/25/1997,M,adamsjeffery@example.org,001.285.8176,5442 Michael Shores Apt. 792,Robertsmouth,IL,93993,94815.13,Self-Employed,841,10/30/2013,BR016,,VERIFIED,Cameroon,ONLINE
